"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","im so over having acne and stress",FALSE,0,NA,2017-11-07 21:04:51,FALSE,NA,"928005348119797760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smith_chriss",17,TRUE,FALSE,NA,NA
"2","literally just good makeup brushes ive had mine for two years and i think that since ive had them so l",FALSE,0,"urbandoll",2017-11-07 21:04:47,TRUE,"927954319168569344","928005332437102592","2847258711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenyanaanika",0,FALSE,FALSE,NA,NA
"3","i hate how stress causes acne and acne causes stress that stress leading to more acne i really hate acne",FALSE,0,NA,2017-11-07 21:04:44,FALSE,NA,"928005318142865410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ihtsjackie",6,TRUE,FALSE,NA,NA
"4","okay so i have acne scars and i was wondering whatany green concealer and the dermacol foundation",FALSE,0,NA,2017-11-07 21:04:41,FALSE,NA,"928005307036467201",NA,"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>","LaceyTomaiolo",0,FALSE,FALSE,NA,NA
"5","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 21:03:59,FALSE,NA,"928005132419203072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","armandh0e",28,TRUE,FALSE,NA,NA
"6","i spy a major acne breakout",FALSE,0,"MiliChaufan",2017-11-07 21:03:58,FALSE,"928001821913776129","928005128975765504","612001119","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiliChaufan",0,FALSE,FALSE,NA,NA
"7","if you have acne prone skin you may want to try one or more of these suggestions skincare beautifulskin",FALSE,0,NA,2017-11-07 21:03:19,FALSE,NA,"928004961694183424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Karen___Ballou",2,TRUE,FALSE,NA,NA
"8","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 21:02:53,FALSE,NA,"928004853653278721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","___skyeimani",170,TRUE,FALSE,NA,NA
"9",NA,FALSE,0,NA,2017-11-07 21:02:37,FALSE,NA,"928004787068723200",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","PeersConf",1,TRUE,FALSE,NA,NA
"10","savelightningdealclaimed blackhead remover rechargeable electric comedone acne extractor s",FALSE,0,NA,2017-11-07 21:02:31,FALSE,NA,"928004764209729537",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LavaHotDeals",0,FALSE,FALSE,NA,NA
"11","honestly acne can smd",FALSE,0,NA,2017-11-07 21:02:02,FALSE,NA,"928004642105188352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LittlesBailey",9,TRUE,FALSE,NA,NA
"12","i hate period acne like damn im already cranky in pain amp crying all the time but my face has to look gross too gi",FALSE,0,NA,2017-11-07 21:01:53,FALSE,NA,"928004600954785792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tiredkari",44,TRUE,FALSE,NA,NA
"13","i hate period acne like damn im already cranky in pain amp crying all the time but my face has to look gross too gi",FALSE,0,NA,2017-11-07 21:01:44,FALSE,NA,"928004566758469632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XOyolander",44,TRUE,FALSE,NA,NA
"14","im literally rotting my acne is growing bigger what",FALSE,0,NA,2017-11-07 21:01:44,FALSE,NA,"928004563881168897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","silk4ngel",0,FALSE,FALSE,NA,NA
"15","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 21:01:41,FALSE,NA,"928004553475203073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jminsgirlfriend",4262,TRUE,FALSE,NA,NA
"16","acne remedies guidenatural home treatments that workproductos clickbank",FALSE,0,NA,2017-11-07 21:01:30,FALSE,NA,"928004504783597573",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","bonocb_com",0,FALSE,FALSE,NA,NA
"17","how i cleared up my severe acne amp how im working on it rt thread",FALSE,0,NA,2017-11-07 21:00:46,FALSE,NA,"928004320628441089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sincerelyyoursx",4,TRUE,FALSE,NA,NA
"18","acne why live with it all natural tea herb amp milk soaps skin care",FALSE,0,NA,2017-11-07 21:00:21,FALSE,NA,"928004215359856640",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"19","i liked avideorevealing my insecuritiestaking off the maskthe power of makeupacne amp",FALSE,0,NA,2017-11-07 21:00:18,FALSE,NA,"928004204844716033",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","SoniiLashes_MUA",0,FALSE,FALSE,NA,NA
"20","lemongrass rosemary oatmeal green tea amp shea butter soap for inflammation rash acne",FALSE,0,NA,2017-11-07 21:00:04,FALSE,NA,"928004146162171907",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"21","skin care tips for teenshealthyskinmonth skincare acne",FALSE,0,NA,2017-11-07 21:00:04,FALSE,NA,"928004144501346304",NA,"<a href=""https://app.cision.com/"" rel=""nofollow"">Cision Communication Cloud</a>","CC_Peds",0,FALSE,FALSE,NA,NA
"22","this healthy food might actually be causing your acne",FALSE,0,NA,2017-11-07 20:59:42,FALSE,NA,"928004054059536391",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","intersectcom",0,FALSE,FALSE,NA,NA
"23",NA,FALSE,0,"Browneyedbethy",2017-11-07 20:59:02,FALSE,"927734840753090560","928003883779198976","2426878071","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benandbre",0,FALSE,FALSE,NA,NA
"24",NA,FALSE,0,NA,2017-11-07 20:58:53,FALSE,NA,"928003849264291840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hellohalliexo",0,FALSE,FALSE,NA,NA
"25","if i hadwishes
 unlimited kings hawaiian rolls
 no acne
more wishes",FALSE,0,NA,2017-11-07 20:58:52,FALSE,NA,"928003845799673857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeMoneyFanClub",1,TRUE,FALSE,NA,NA
"26","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:58:20,FALSE,NA,"928003709212221442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","becka_hughes",4262,TRUE,FALSE,NA,NA
"27","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:58:03,FALSE,NA,"928003637107920896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teenagewiId",4262,TRUE,FALSE,NA,NA
"28","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:57:45,FALSE,NA,"928003563292450818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JaneeBecca",4262,TRUE,FALSE,NA,NA
"29","people use birth control for more reasons than just sex hormonal imbalances medical issues ovarian cysts acne  you",FALSE,0,NA,2017-11-07 20:57:45,FALSE,NA,"928003561182466048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gtfoamyyy",30390,TRUE,FALSE,NA,NA
"30","looking at trimming that acne on cmt lazy eye browsed your shirt",FALSE,0,NA,2017-11-07 20:57:37,FALSE,NA,"928003528936902657",NA,"<a href=""https://github.com/brandon-twilley/markov"" rel=""nofollow"">Trish Denny</a>","JustBotThings1",0,FALSE,FALSE,NA,NA
"31","how did he do that does it work with acne",FALSE,0,"danspoetry",2017-11-07 20:57:36,FALSE,"928003465506447361","928003523081654273","3073324097","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danspoetry",0,FALSE,FALSE,NA,NA
"32","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:57:10,FALSE,NA,"928003415866839047",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_OldLight_",4262,TRUE,FALSE,NA,NA
"33","my crops have been watered my acne cleared",FALSE,1,"phinamin",2017-11-07 20:56:39,FALSE,"927981333363572736","928003287353315328","604587395","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Leanna_Janel",0,FALSE,FALSE,NA,NA
"34","need that myfonts x acne drop",FALSE,1,"mikey_joyce",2017-11-07 20:56:32,FALSE,"928002299032690688","928003257682878464","2551718095","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amadilz",0,FALSE,FALSE,NA,NA
"35","am i skinny no
am i pretty not that i think so
do i have acne yes
am i proud of my body and my face yes

be proud of who you are",FALSE,0,NA,2017-11-07 20:56:21,FALSE,NA,"928003212107333632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lynettessohn",0,FALSE,FALSE,NA,NA
"36","how i cleared up my severe acne amp how im working on it rt thread",FALSE,0,NA,2017-11-07 20:55:49,FALSE,NA,"928003075419394048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bmgarcia_30_",4,TRUE,FALSE,NA,NA
"37","wait my facial acne is basically gone i whip",FALSE,0,NA,2017-11-07 20:55:10,FALSE,NA,"928002914567819266",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","autumnaIs",0,FALSE,FALSE,NA,NA
"38",NA,FALSE,0,NA,2017-11-07 20:55:01,FALSE,NA,"928002876877684737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arianna_blakee",1,TRUE,FALSE,NA,NA
"39","my acne goes from terrible to pizza face to clear fordays and then the cycle starts again",FALSE,1,NA,2017-11-07 20:54:55,FALSE,NA,"928002848486576131",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FurnissGrace",0,FALSE,FALSE,NA,NA
"40","im literally in the bathroom crying im so insecure about my acne and it just seems awful right now and the corners of my eyes get super",FALSE,0,NA,2017-11-07 20:54:54,FALSE,NA,"928002847207297030",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shieldhatesme",0,FALSE,FALSE,NA,NA
"41","my acne is poppppin today",FALSE,0,NA,2017-11-07 20:54:22,FALSE,NA,"928002713178140672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jcacamona",0,FALSE,FALSE,NA,NA
"42","this healed my acnecleansed my soulput my wig up for sale",FALSE,1,"kingtyIer",2017-11-07 20:54:16,FALSE,"927988811073761281","928002686494105600","124888626","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingtyIer",0,FALSE,FALSE,NA,NA
"43","the one thing i am looking for though is a good moisturizer for acne prone skin",FALSE,0,"charlotteklang",2017-11-07 20:53:50,FALSE,"928002416443768833","928002576020205568","139279113","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlotteklang",0,FALSE,FALSE,NA,NA
"44","my acne is thriving rn fml",FALSE,0,NA,2017-11-07 20:53:26,FALSE,NA,"928002475554086912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SophiaNoelle4",0,FALSE,FALSE,NA,NA
"45","how i cleared up my severe acne amp how im working on it rt thread",FALSE,0,NA,2017-11-07 20:53:03,FALSE,NA,"928002381580730369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VTMNOrganic",4,TRUE,FALSE,NA,NA
"46","mine is skincareacne related",FALSE,0,NA,2017-11-07 20:53:03,FALSE,NA,"928002379332702208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zoezozoblog",1,TRUE,FALSE,NA,NA
"47",NA,FALSE,0,NA,2017-11-07 20:52:47,TRUE,NA,"928002311078547456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliveandalmond",0,FALSE,FALSE,NA,NA
"48","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:52:41,FALSE,NA,"928002287259267072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ana_Herndez00",4262,TRUE,FALSE,NA,NA
"49","if you have acne blackheads or whiteheads you should try a microdermabrasion",FALSE,0,NA,2017-11-07 20:52:18,FALSE,NA,"928002192174452737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ri_yxnce",124,TRUE,FALSE,NA,NA
"50","shop the overnight garden mask at our skincare boutique its a blessing for those of us who are prone to sensitive",FALSE,0,NA,2017-11-07 20:52:15,TRUE,NA,"928002176676483072",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","KolyaNaturals",0,FALSE,FALSE,NA,NA
"51","comprehending hormonal acneltlt",FALSE,0,NA,2017-11-07 20:52:01,FALSE,NA,"928002121399767040",NA,"<a href=""http://healthvideo.org"" rel=""nofollow"">App - Twittmate genial</a>","healthvideoorg",0,FALSE,FALSE,NA,NA
"52",NA,FALSE,1,NA,2017-11-07 20:51:59,FALSE,NA,"928002112453316608",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","statamic",1,FALSE,FALSE,NA,NA
"53","hi i just came back from acne studios but couldnt afford anything but actual acne",FALSE,1,NA,2017-11-07 20:51:48,FALSE,NA,"928002063337971712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lewischoi98",0,FALSE,FALSE,NA,NA
"54","just found out the earthversion of me has a micropenis and back acne so i have that going for me",FALSE,0,NA,2017-11-07 20:51:47,FALSE,NA,"928002060846600193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Lebowskidoo",0,FALSE,FALSE,NA,NA
"55","i hate period acne like damn im already cranky in pain amp crying all the time but my face has to look gross too gi",FALSE,0,NA,2017-11-07 20:51:10,FALSE,NA,"928001906831749120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lovedrugjay",44,TRUE,FALSE,NA,NA
"56","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:51:08,FALSE,NA,"928001897117769731",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shaekoho",4262,TRUE,FALSE,NA,NA
"57","my new acne topical gave me a reaction yayyyyy
at least the dermatologist quickly got me a solution
and i met dr austin so thats cool",FALSE,0,NA,2017-11-07 20:50:51,FALSE,NA,"928001827068612609",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bahnanna4",0,FALSE,FALSE,NA,NA
"58",NA,FALSE,1,NA,2017-11-07 20:50:38,FALSE,NA,"928001770474934279",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supachefbluntsy",0,FALSE,FALSE,NA,NA
"59","i️ dont think anyone chooses to have acne",FALSE,0,NA,2017-11-07 20:50:34,FALSE,NA,"928001755668930560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","liaaasha",4,TRUE,FALSE,NA,NA
"60","if you have acne blackheads or whiteheads you should try a microdermabrasion",FALSE,0,NA,2017-11-07 20:50:14,FALSE,NA,"928001670432329730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peppaskull__",124,TRUE,FALSE,NA,NA
"61","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:50:06,FALSE,NA,"928001637813125120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophia_muah_",4262,TRUE,FALSE,NA,NA
"62","fuck you if youve ever pointed out my acne scars my weight loss my facial hair my scars or my tendency to rock when im anxious",FALSE,0,NA,2017-11-07 20:49:38,FALSE,NA,"928001518179094529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","venusinhereyes",0,FALSE,FALSE,NA,NA
"63","i think this is when i first started using the sunflower sweets serum heavy it was the serum that really got",FALSE,0,NA,2017-11-07 20:49:32,FALSE,NA,"928001493579587584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kindakeda",10,TRUE,FALSE,NA,NA
"64","if youve never had cystic acne then you dont get to complain about your skin i dont make the rules",FALSE,2,NA,2017-11-07 20:49:28,FALSE,NA,"928001476168908800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sulekina",0,FALSE,FALSE,NA,NA
"65","omg i found weird acne cream in my bf house so i used it but i got some in my eyebrows n omg its burning gonna wa",FALSE,0,NA,2017-11-07 20:49:07,TRUE,NA,"928001392240979969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","evabitch12",0,FALSE,FALSE,NA,NA
"66","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:49:04,FALSE,NA,"928001377405718528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_teralynn_",4262,TRUE,FALSE,NA,NA
"67","as soon as this acne gone my confidence is going through the roof",FALSE,0,NA,2017-11-07 20:48:41,FALSE,NA,"928001281519767553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0fficialnaomi",6,TRUE,FALSE,NA,NA
"68","i wish i didnt have stress acne tho like come on",FALSE,0,NA,2017-11-07 20:48:25,FALSE,NA,"928001212808654849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tashykianna",0,FALSE,FALSE,NA,NA
"69","led light therapy is one of the most effective means for building collagen healing skin amp fighting acne book now",FALSE,0,NA,2017-11-07 20:48:23,TRUE,NA,"928001205569277952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Spa_Radiance",0,FALSE,FALSE,NA,NA
"70","very true tho or hiding tons of acne",FALSE,0,"__JM4Gz",2017-11-07 20:48:00,FALSE,"927997172779503616","928001109830103047","774427704296935424","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DatRichdude315",0,FALSE,FALSE,NA,NA
"71","people of sheffield",FALSE,0,NA,2017-11-07 20:47:46,FALSE,NA,"928001050757488640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","richiec1970",15,TRUE,FALSE,NA,NA
"72","ahhh the roads that acne cream",FALSE,0,NA,2017-11-07 20:47:34,FALSE,NA,"928001002141306881",NA,"<a href=""https://github.com/brandon-twilley/markov"" rel=""nofollow"">Trish Denny</a>","JustBotThings1",0,FALSE,FALSE,NA,NA
"73","my face needs to chill with all the acne thx",FALSE,0,NA,2017-11-07 20:47:27,FALSE,NA,"928000969606131713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shelby_jane29",0,FALSE,FALSE,NA,NA
"74","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:46:54,FALSE,NA,"928000831416238080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BabieSister",4262,TRUE,FALSE,NA,NA
"75","i already loved this serum because it healed my acne scarsand now proceeds are going to a childrens charity
eye",FALSE,0,NA,2017-11-07 20:46:26,TRUE,NA,"928000716077137920",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EyesOnEvents",0,FALSE,FALSE,NA,NA
"76","i liked avideohormonal acne amp periodspms partymelanie murphy",FALSE,0,NA,2017-11-07 20:46:07,FALSE,NA,"928000633877221376",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","MissKatrinaBell",0,FALSE,FALSE,NA,NA
"77","amp i started using the biore acne charcoal wash with the tea tree oilwitch hazel toner and indays my skin is completely clear",FALSE,2,"Katiaaalexxa",2017-11-07 20:46:05,FALSE,"928000338249969664","928000628403593216","218360828","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katiaaalexxa",0,FALSE,FALSE,NA,NA
"78","hormonal acne amp periods delightful topic for todays ep of pmsparty

grab a snack a blankie amp rt if ye like

ht",FALSE,0,NA,2017-11-07 20:46:04,FALSE,NA,"928000623584468993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaylsPringle",5,TRUE,FALSE,NA,NA
"79","this baby acne on my forehead need to chill tf out",FALSE,0,NA,2017-11-07 20:46:03,FALSE,NA,"928000619847340033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","party4riah",0,FALSE,FALSE,NA,NA
"80","there are gorgeous girls with acne amp theyre still gorgrous as fuck",FALSE,2,"HIGHBYROSES",2017-11-07 20:45:50,FALSE,"928000436120051718","928000565522595840","3380847244","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luciaroulette",0,FALSE,FALSE,NA,NA
"81","my the time my acne goes away im gonna have wrinkles and then ill die",FALSE,3,NA,2017-11-07 20:45:41,FALSE,NA,"928000524535914496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leftistwinemom",0,FALSE,FALSE,NA,NA
"82","effective ways to control pimplesacnemsetohiphoptuesday",FALSE,0,NA,2017-11-07 20:45:20,FALSE,NA,"928000438770728970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkoollierArt",2,TRUE,FALSE,NA,NA
"83","if im at the doctor about acne why are they asking about my sex life i mean really they already have all this on file from last time",FALSE,0,NA,2017-11-07 20:45:16,FALSE,NA,"928000421964189696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beausbootycall",0,FALSE,FALSE,NA,NA
"84","i recommend dabbing the foundation in and not using a lot if acne is a problem use a light green conc",FALSE,0,"Seokflxwer",2017-11-07 20:45:05,TRUE,"927999609951145984","928000373150773248","611042613","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uitswoozis",0,FALSE,FALSE,NA,NA
"85","effective ways to control pimplesacnemsetohiphoptuesday",FALSE,0,NA,2017-11-07 20:44:52,FALSE,NA,"928000321699409920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeornnyOfficial",2,FALSE,FALSE,NA,NA
"86","i️ dont think anyone chooses to have acne",FALSE,0,NA,2017-11-07 20:44:51,FALSE,NA,"928000317605548037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel_Denise_",4,TRUE,FALSE,NA,NA
"87",NA,FALSE,0,NA,2017-11-07 20:44:49,FALSE,NA,"928000306432086017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_SamanthaTemple",0,FALSE,FALSE,NA,NA
"88","hadlabs dogs with acne teenage years",FALSE,2,"Pollypops6",2017-11-07 20:44:25,FALSE,"927649109951111173","928000205403848704","809143543050760193","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harbeated",0,FALSE,FALSE,NA,NA
"89","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 20:43:49,FALSE,NA,"928000058381012992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angellopez2244",28,TRUE,FALSE,NA,NA
"90","i added a video to aplaylistparthuda beauty fauxfilter foundation review combooilyacne",FALSE,0,NA,2017-11-07 20:43:34,FALSE,NA,"927999993197232130",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","leatherlovelyph",0,FALSE,FALSE,NA,NA
"91","these are thethings to avoid in your makeup if you have acneprone skin",FALSE,0,NA,2017-11-07 20:43:15,FALSE,NA,"927999911697797120",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","lifeoncoin",0,FALSE,FALSE,NA,NA
"92","i think ive hit that age where i am accepting that i have acne and im refusing to cover it up anymore",FALSE,0,NA,2017-11-07 20:43:06,FALSE,NA,"927999876926976000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cassidycostonn",0,FALSE,FALSE,NA,NA
"93","sucks for all the white people with acne",FALSE,0,"RyanWhitwam",2017-11-07 20:42:53,FALSE,"927991047652855808","927999822312955904","19098937","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jilleduffy",0,FALSE,FALSE,NA,NA
"94","i think this is when i first started using the sunflower sweets serum heavy it was the serum that really got",FALSE,0,NA,2017-11-07 20:42:43,FALSE,NA,"927999777798750208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BahiCosmetics",10,TRUE,FALSE,NA,NA
"95","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 20:42:33,FALSE,NA,"927999739349446656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilmisspia",4262,TRUE,FALSE,NA,NA
"96","contrary to popular beliefs chocolate does not cause acne",FALSE,0,NA,2017-11-07 20:42:16,FALSE,NA,"927999664485527557",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","dougmurphyfit",0,FALSE,FALSE,NA,NA
"97","these are thethings to avoid in your makeup if you have acneprone skin",FALSE,0,NA,2017-11-07 20:42:12,FALSE,NA,"927999650010984449",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","conju_re",0,FALSE,FALSE,NA,NA
"98","lots of ppl dont evn haveworry ab acne can u believe it",FALSE,0,NA,2017-11-07 20:42:07,FALSE,NA,"927999630092140544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m1xedgrl",0,FALSE,FALSE,NA,NA
"99","extras use a vitamin c serum it gets rid of dark spots andor acne scars i recommend this one from",FALSE,1,"rmpxly",2017-11-07 20:41:45,FALSE,"927999381663617024","927999536907345920","90558758","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmpxly",0,FALSE,FALSE,NA,NA
"100","i was looking for acne remedies and had a freudian slip",FALSE,0,NA,2017-11-07 20:41:19,FALSE,NA,"927999425900941313",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PauLouAllRey",0,FALSE,FALSE,NA,NA
